time,accX,accY,accZ,gyrX,gyrY,gyrZ,magX,magY,magZ
1620022011,-5.515625,-2.2382812,5.3554687,-5.0659179,11.352539,-1.4648437,-0.1751953,0.0063477,0.0603027
1620022011,-5.4960937,-2.2128906,5.3378906,-0.1220703,13.671875,-3.4790039,-0.1751953,0.0063477,0.0603027
1620022011,-5.5136719,-2.1582031,5.2363281,-0.4882813,12.7563476,-5.6152344,-0.1751953,0.0063477,0.0603027
1620022011,-5.4746094,-2.2597656,5.2910156,-0.366211,7.8735352,-7.1411132,-0.1751953,0.0063477,0.0603027
1620022012,-5.5117187,-2.1796875,5.2949218,-0.3051758,11.9018555,-9.2773437,-0.1751953,0.0063477,0.0603027
1620022012,-5.5371094,-2.2148437,5.2929687,-3.3569336,14.0380859,-7.9956055,-0.1751953,0.0063477,0.0603027
1620022012,-5.5703125,-2.2128906,5.2871093,-4.7607422,13.7939453,-7.3852539,-0.1751953,0.0063477,0.0603027
1620022012,-5.5703125,-2.2226562,5.3066406,-7.0190429,10.6201172,-4.3945312,-0.1751953,0.0063477,0.0603027
1620022012,-5.5039062,-2.2480468,5.328125,-8.5449219,12.8173828,-1.7700195,-0.1751953,0.0063477,0.0603027
1620022012,-5.5449219,-2.2207031,5.3164062,-10.1318359,14.3432617,-1.586914,-0.1751953,0.0063477,0.0603027
1620022012,-5.5449219,-2.2265625,5.2539062,-12.3901367,13.2446289,2.0751953,-0.1751953,0.0063477,0.0603027
1620022012,-5.5410156,-2.2285156,5.2988281,-12.0239257,13.1835937,1.953125,-0.1751953,0.0063477,0.0603027
1620022012,-5.5058594,-2.2011718,5.3222656,-13.7939453,15.8691406,2.1972656,-0.1751953,0.0063477,0.0603027
1620022012,-5.4785156,-2.1542968,5.2480468,-12.3901367,17.211914,8.1787109,-0.1751953,0.0063477,0.0603027
1620022012,-5.53125,-2.1992187,5.3242187,-16.5405273,17.6391601,7.3852539,-0.1751953,0.0063477,0.0603027
1620022012,-5.4882812,-2.2089843,5.328125,-18.4326172,18.005371,8.972168,-0.1751953,0.0063477,0.0603027
1620022012,-5.5214844,-2.1894531,5.2558593,-18.2495117,13.7939453,8.7890625,-0.1751953,0.0063477,0.0603027
1620022012,-5.4726562,-2.1679687,5.2988281,-18.4936523,17.7001953,7.0800781,-0.1751953,0.0063477,0.0603027
1620022012,-5.4863281,-2.1855468,5.2714843,-19.9584961,18.2495117,6.5307617,-0.1751953,0.0063477,0.0603027
1620022012,-5.4863281,-2.2011718,5.3300781,-15.4418945,20.5078125,4.1503906,-0.1751953,0.0063477,0.0603027
1620022012,-5.5371094,-2.2558593,5.3105468,-7.0190429,17.0898437,-2.8076172,-0.1751953,0.0063477,0.0603027
1620022012,-5.5351562,-2.2382812,5.2832031,-9.399414,11.5356445,-3.8452148,-0.1751953,0.0063477,0.0603027
1620022012,-5.5332031,-2.1875,5.3242187,-8.1787109,12.5732422,-5.1269531,-0.1751953,0.0063477,0.0603027
1620022012,-5.5019531,-2.1796875,5.2617187,-6.7749023,13.0615234,-5.3710937,-0.1751953,0.0063477,0.0603027
1620022012,-5.5175781,-2.1640625,5.2460937,-3.7841797,12.0849609,-7.2021484,-0.1751953,0.0063477,0.0603027
1620022012,-5.5390625,-2.2128906,5.3183593,-5.9204102,7.6904297,-7.9956055,-0.1751953,0.0063477,0.0603027
1620022012,-5.5507812,-2.1855468,5.3027343,2.5634765,11.1083984,-9.1552734,-0.1751953,0.0063477,0.0603027
1620022012,-5.4863281,-2.1660156,5.3789062,1.586914,13.1835937,-5.0048828,-0.1751953,0.0063477,0.0603027
1620022012,-5.4902344,-2.2246093,5.3125,-0.366211,13.2446289,-3.4179687,-0.1751953,0.0063477,0.0603027
1620022012,-5.5078125,-2.1835937,5.2910156,-3.2348632,9.9487305,-5.1269531,-0.1751953,0.0063477,0.0603027
1620022012,-5.515625,-2.2167968,5.3085937,-8.7890625,10.8642578,-0.4882813,-0.1751953,0.0063477,0.0603027
1620022012,-5.4609375,-2.2128906,5.2558593,-8.0566406,16.2963867,0.1831055,-0.1751953,0.0063477,0.0603027
1620022012,-5.546875,-2.1855468,5.2109375,-11.71875,16.2353515,0.366211,-0.1751953,0.0063477,0.0603027
1620022012,-5.5097656,-2.2167968,5.2792968,-11.0473632,12.8173828,4.5776367,-0.1751953,0.0063477,0.0603027
1620022012,-5.4648437,-2.1757812,5.2402343,-12.512207,13.0004882,1.4648437,-0.1751953,0.0063477,0.0603027
1620022012,-5.5058594,-2.2265625,5.3574218,-13.5498047,16.2353515,4.1503906,-0.1751953,0.0063477,0.0603027
1620022013,-5.4921875,-2.1992187,5.3066406,-12.3901367,21.5454101,4.8828125,-0.1751953,0.0063477,0.0603027
1620022013,-5.5429687,-2.2167968,5.4042968,-14.0380859,18.4936523,3.7231445,-0.1751953,0.0063477,0.0603027
1620022013,-5.4746094,-2.2265625,5.2558593,-16.3574218,15.1977539,1.7700195,-0.1751953,0.0063477,0.0603027
1620022012,-5.4882812,-2.2128906,5.3574218,-15.1367187,15.0756835,-2.6245117,-0.1751953,0.0063477,0.0603027
1620022012,-5.5234375,-2.2167968,5.2753906,-13.0615234,18.371582,-3.2348632,-0.1751953,0.0063477,0.0603027
1620022012,-5.5351562,-2.1796875,5.3378906,-10.559082,15.5639648,-3.2958984,-0.1751953,0.0063477,0.0603027
1620022012,-5.5097656,-2.1894531,5.3574218,-9.399414,13.3666992,-1.1596679,-0.1751953,0.0063477,0.0603027
1620022012,-5.5410156,-2.1972656,5.265625,-6.7138672,13.1225586,3.540039,-0.1751953,0.0063477,0.0603027
1620022012,-5.4570312,-2.2011718,5.3066406,-8.3007812,18.2495117,6.2255859,-0.1751953,0.0063477,0.0603027
1620022012,-5.484375,-2.2441406,5.359375,-14.7094726,10.7421875,1.7089844,-0.1751953,0.0063477,0.0603027
1620022012,-5.5058594,-2.1953125,5.2988281,-11.1694336,4.5776367,0,-0.1751953,0.0063477,0.0603027
1620022012,-5.5,-2.2265625,5.3007812,-7.2631836,12.512207,0.2441406,-0.1751953,0.0063477,0.0603027
1620022012,-5.4902344,-2.2148437,5.3671875,-1.7089844,18.2495117,1.953125,-0.1751953,0.0063477,0.0603027
1620022012,-5.4941406,-2.1308593,5.2832031,0.0610352,14.2822265,6.7749023,-0.1751953,0.0063477,0.0603027
1620022012,-5.5585937,-2.1777343,5.2539062,-0.6713868,11.9628906,7.2631836,-0.1751953,0.0063477,0.0603027
1620022012,-5.5449219,-2.1582031,5.2636718,-8.4838867,8.3007812,12.6342773,-0.1751953,0.0063477,0.0603027
1620022012,-5.5273437,-2.1933593,5.2441406,-15.9912109,11.9018555,12.4511719,-0.1751953,0.0063477,0.0603027
1620022012,-5.4921875,-2.2421875,5.2402343,1.7089844,24.5971679,5.859375,-0.1751953,0.0063477,0.0603027
1620022012,-5.5097656,-2.1425781,5.2421875,-24.6582031,11.2915039,11.6577148,-0.1751953,0.0063477,0.0603027
1620022012,-5.5625,-2.2441406,5.2773437,-19.8974609,31.4331054,-4.8828125,-0.1751953,0.0063477,0.0603027
1620022012,-5.5390625,-2.1738281,5.3300781,-27.2216797,16.5405273,-3.7231445,-0.1751953,0.0063477,0.0603027
1620022012,-5.6210937,-2.2851562,5.3203125,-18.9208984,11.71875,0.2441406,-0.1751953,0.0063477,0.0603027
1620022012,-5.5117187,-2.1953125,5.2929687,-17.7612304,17.4560547,10.0097656,-0.1751953,0.0063477,0.0603027
1620022012,-5.4960937,-2.2324218,5.3320312,-21.3012695,21.7285156,10.7421875,-0.1751953,0.0063477,0.0603027
1620022012,-5.5371094,-2.2285156,5.4375,-16.1743164,13.305664,10.4980469,-0.1751953,0.0063477,0.0603027
1620022013,-5.5585937,-2.2636718,5.2480468,-11.5356445,11.352539,10.8642578,-0.1751953,0.0063477,0.0603027
1620022013,-5.53125,-2.1894531,5.3027343,-8.5449219,12.6953125,10.925293,-0.1751953,0.0063477,0.0603027
1620022013,-5.4980469,-2.1914062,5.2773437,-9.1552734,10.0708007,16.1132812,-0.1751953,0.0063477,0.0603027
1620022013,-5.5195312,-2.1738281,5.3320312,-6.7138672,9.3383789,11.9018555,-0.1751953,0.0063477,0.0603027
1620022013,-5.4960937,-2.1621093,5.2539062,-0.7324219,14.465332,5.7983398,-0.1751953,0.0063477,0.0603027
1620022013,-5.5039062,-2.1992187,5.2792968,-23.7426758,7.8125,7.2021484,-0.1751953,0.0063477,0.0603027
1620022013,-5.5097656,-2.1738281,5.2871093,6.7749023,30.7617187,-9.765625,-0.1751953,0.0063477,0.0603027
1620022013,-5.53125,-2.1699218,5.3125,-21.4233398,19.6533203,-9.1552734,-0.1751953,0.0063477,0.0603027
1620022013,-5.5078125,-2.1796875,5.2207031,-14.3432617,24.9023438,-14.9536133,-0.1751953,0.0063477,0.0603027
1620022013,-5.5253906,-2.1835937,5.2871093,-23.9257812,20.3857422,-12.5732422,-0.1751953,0.0063477,0.0603027
1620022013,-5.5,-2.2167968,5.3007812,-30.8227539,16.1132812,-9.5825195,-0.1751953,0.0063477,0.0603027
1620022013,-5.5527344,-2.2304687,5.2480468,-20.9960938,26.9165039,-11.2915039,-0.1751953,0.0063477,0.0603027
1620022013,-5.5371094,-2.2207031,5.3691406,-20.7519531,13.0004882,-6.8969727,-0.1751953,0.0063477,0.0603027
1620022013,-5.5039062,-2.2890625,5.3261718,-10.8642578,10.4370117,-4.8828125,-0.1751953,0.0063477,0.0603027
1620022013,-5.5605469,-2.2988281,5.3242187,-0.8544922,17.8222656,-6.5917969,-0.1751953,0.0063477,0.0603027
1620022013,-5.5253906,-2.2382812,5.3632812,-4.7607422,11.1083984,-12.5732422,-0.1751953,0.0063477,0.0603027
1620022013,-5.5820312,-2.2558593,5.3554687,3.3569336,3.4790039,-15.3808593,-0.1751953,0.0063477,0.0603027
1620022013,-5.6015625,-2.2167968,5.2871093,15.1367187,5.0048828,-8.1176757,-0.1751953,0.0063477,0.0603027
1620022013,-5.4921875,-2.2207031,5.2617187,9.8876953,3.3569336,0.4272461,-0.1751953,0.0063477,0.0603027
1620022013,-5.5546875,-2.171875,5.3339843,22.1557617,3.6621094,1.7089844,-0.1751953,0.0063477,0.0603027
1620022013,-5.4921875,-2.1953125,5.2890625,21.3623047,-10.3759765,5.6762695,-0.1751953,0.0063477,0.0603027
1620022013,-5.46875,-2.1894531,5.2949218,24.0478515,-10.9863281,6.0424804,-0.1751953,0.0063477,0.0603027
1620022013,-5.5371094,-2.2382812,5.234375,23.1933593,3.2958984,3.7231445,-0.1751953,0.0063477,0.0603027
1620022013,-5.5351562,-2.2363281,5.2832031,13.671875,7.0190429,-4.4555664,-0.1751953,0.0063477,0.0603027
1620022013,-5.4863281,-2.2734375,5.2851562,10.925293,6.7138672,-15.5029297,-0.1751953,0.0063477,0.0603027
1620022013,-5.5039062,-2.2089843,5.2890625,8.8500977,2.5634765,-15.5029297,-0.1751953,0.0063477,0.0603027
1620022013,-5.5039062,-2.09375,5.2304687,9.4604492,16.4794922,-15.8691406,-0.1751953,0.0063477,0.0603027
1620022013,-5.5195312,-2.2226562,5.2324218,-2.8686523,18.7377929,-10.6811523,-0.1751953,0.0063477,0.0603027
1620022013,-5.5234375,-2.1582031,5.2597656,-8.4838867,17.578125,-10.925293,-0.1751953,0.0063477,0.0603027
1620022013,-5.5175781,-2.2167968,5.2714843,-33.3251953,27.8930664,-5.0659179,-0.1751953,0.0063477,0.0603027
1620022013,-5.5175781,-2.2675781,5.2792968,-37.2924804,23.071289,-6.3476562,-0.1751953,0.0063477,0.0603027
1620022013,-5.5292969,-2.1953125,5.3320312,-32.1655273,23.1933593,-5.6762695,-0.1751953,0.0063477,0.0603027
1620022014,-5.5820312,-2.2011718,5.3632812,-21.118164,24.9633789,2.8686523,-0.1751953,0.0063477,0.0603027
1620022014,-5.515625,-2.1835937,5.3847656,-19.2871093,15.3808593,10.3759765,-0.1751953,0.0063477,0.0603027
1620022014,-5.5195312,-2.234375,5.328125,-7.1411132,11.5966797,11.9018555,-0.1751953,0.0063477,0.0603027
1620022013,-5.4765625,-2.2441406,5.2753906,-8.0566406,3.6621094,13.6108398,-0.1751953,0.0063477,0.0603027
1620022013,-5.4941406,-2.2539062,5.3496093,-4.0893554,2.5634765,10.9863281,-0.1751953,0.0063477,0.0603027
1620022013,-5.5429687,-2.2382812,5.3496093,12.878418,11.8408203,10.1928711,-0.1751953,0.0063477,0.0603027
1620022013,-5.5195312,-2.234375,5.3085937,8.1176757,10.6201172,14.0380859,-0.1751953,0.0063477,0.0603027
1620022013,-5.4707031,-2.2851562,5.2558593,12.3291015,10.559082,0.6713868,-0.1751953,0.0063477,0.0603027
1620022013,-5.5292969,-2.2519531,5.2441406,2.9296875,-2.6855469,-5.4321289,-0.1751953,0.0063477,0.0603027
1620022013,-5.4335937,-2.1914062,5.2695312,9.3383789,8.1176757,-9.5825195,-0.1751953,0.0063477,0.0603027
1620022013,-5.4492187,-2.0878906,5.3027343,3.8452148,14.5263672,-6.7138672,-0.1751953,0.0063477,0.0603027
1620022013,-5.4902344,-2.1679687,5.2792968,0.6713868,10.3149414,-7.2021484,-0.1751953,0.0063477,0.0603027
1620022013,-5.5019531,-2.1210937,5.2714843,4.4555664,8.1787109,-5.9204102,-0.1751953,0.0063477,0.0603027
1620022013,-5.5390625,-2.2402343,5.2695312,-4.2114257,0.3051758,-4.5776367,-0.1751953,0.0063477,0.0603027
1620022013,-5.4667969,-2.1933593,5.3066406,-3.6621094,15.6860351,-7.3242187,-0.1751953,0.0063477,0.0603027
1620022013,-5.5175781,-2.3378906,5.1855468,-11.4135742,17.0288085,-10.925293,-0.1751953,0.0063477,0.0603027
1620022013,-5.5859375,-2.234375,5.2792968,-11.2915039,12.2680664,-22.8881836,-0.1751953,0.0063477,0.0603027
1620022013,-5.546875,-2.2460937,5.2382812,-4.1503906,24.7192383,-15.3808593,-0.1751953,0.0063477,0.0603027
1620022013,-5.5410156,-2.2148437,5.2695312,-19.6533203,20.6909179,-3.1127929,-0.1751953,0.0063477,0.0603027
1620022013,-5.5820312,-2.203125,5.1796875,-13.305664,22.9492188,5.5541992,-0.1751953,0.0063477,0.0603027
1620022013,-5.5527344,-2.1074218,5.2265625,-28.9306641,23.8647461,20.8740234,-0.1751953,0.0063477,0.0603027
1620022013,-5.5253906,-2.21875,5.1992187,-52.5512695,2.9296875,26.9775391,-0.1751953,0.0063477,0.0603027
1620022013,-5.5117187,-2.1289062,5.2871093,-35.15625,36.4990234,27.34375,-0.1751953,0.0063477,0.0603027
1620022013,-5.5410156,-2.2851562,5.2578125,-57.9833984,23.4375,33.8134765,-0.1751953,0.0063477,0.0603027
1620022013,-5.5234375,-2.2207031,5.1347656,-43.6401367,40.8935547,23.6816406,-0.1751953,0.0063477,0.0603027
1620022013,-5.5507812,-2.3125,5.2226562,-58.1665039,41.1376953,20.8740234,-0.1751953,0.0063477,0.0603027
1620022013,-5.5410156,-2.2441406,5.2578125,-65.1245117,49.1943359,14.2211914,-0.1751953,0.0063477,0.0603027
1620022013,-5.4882812,-2.1640625,5.2929687,-61.0351562,48.828125,12.5732422,-0.1751953,0.0063477,0.0603027
1620022014,-5.5234375,-2.1699218,5.4511719,-75.5004883,13.6108398,15.1367187,-0.1751953,0.0063477,0.0603027
1620022014,-5.4394531,-2.2265625,5.4316406,-18.371582,30.2734375,-0.3051758,-0.1751953,0.0063477,0.0603027
1620022014,-5.4609375,-2.2382812,5.5410156,-32.7148437,0.5493164,9.765625,-0.1751953,0.0063477,0.0603027
1620022014,-5.4570312,-2.3125,5.5097656,28.3203125,12.8173828,-15.258789,-0.1751953,0.0063477,0.0603027
1620022014,-5.5058594,-2.1933593,5.3496093,100.0976562,-34.6679687,-63.5375976,-0.1751953,0.0063477,0.0603027
1620022014,-5.5273437,-2.2402343,5.3046875,110.3515625,-39.855957,-52.3071289,-0.1751953,0.0063477,0.0603027
1620022014,-5.5234375,-2.1503906,5.1679687,101.9287109,-35.3393554,-49.987793,-0.1751953,0.0063477,0.0603027
1620022014,-5.5957031,-2.1992187,5.1171875,86.7919922,-26.2451172,-37.902832,-0.1751953,0.0063477,0.0603027
1620022014,-5.640625,-2.2148437,5.1640625,73.059082,-17.4560547,-27.0385742,-0.1751953,0.0063477,0.0603027
1620022014,-5.609375,-2.2304687,5.1894531,52.6733398,-14.099121,-11.1083984,-0.1751953,0.0063477,0.0603027
1620022014,-5.5527344,-2.1503906,5.1035156,25.8789062,-3.9672852,-2.1362304,-0.1751953,0.0063477,0.0603027
1620022014,-5.5820312,-2.1425781,5.1289062,0,5.1879882,15.1367187,-0.1751953,0.0063477,0.0603027
1620022014,-5.5761719,-2.140625,5.1953125,-22.8271484,18.6767578,31.9213867,-0.1751953,0.0063477,0.0603027
1620022014,-5.5371094,-2.1230468,5.1542968,-47.0581054,28.8085937,45.5322265,-0.1751953,0.0063477,0.0603027
1620022014,-5.3945312,-2.1640625,5.2285156,-70.4345703,34.9121094,53.2836914,-0.1751953,0.0063477,0.0603027
